date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,strike,lots,per_share,a,b,share_multiplier,position,cancelled_orders,action,pnl,spot,stop_level,entry_spot,fsp,qty,required_cash,free_cash,shortfall,realised_loss
2025-01-16,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,NTPC,covered_call_not_available,calls_skipped_distance_cap,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,NTPC,covered_call_not_available,calls_skipped_distance_cap,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,NTPC,covered_call_not_available,calls_skipped_distance_cap,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,NTPC,covered_call_not_available,calls_skipped_distance_cap,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,NTPC,covered_call_not_available,calls_skipped_distance_cap,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2025-01-31,NTPC,dividend,,1500.0,,,,,,2.5,,,,,,,,,,,,,,,,
2025-01-31,SHRIRAMFIN,dividend,,7500.0,,,,,,2.5,,,,,,,,,,,,,,,,
2025-01-31,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,POWERGRID,dividend,,25200.0,,,,,,3.25,,,,,,,,,,,,,,,,
2025-02-07,DRREDDY,covered_call_leftover_shares,"covered 4375, uncovered 1250",5625.0,,,,1330.0,7.0,,,,,,,,,,,,,,,,,
2025-02-07,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,DRREDDY,covered_call_topup,"added 1250, covered 5625, uncovered 0",5625.0,,,,1330.0,2.0,,,,,,,,,,,,,,,,,
2025-02-10,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,SHRIRAMFIN,covered_call_not_available,calls_skipped_distance_cap,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,AXISBANK,covered_call_not_available,calls_skipped_distance_cap,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,4.0,,,,,,,,,,,,,,,,,,,
2025-02-28,RELIANCE,covered_call_fill_failed,slippage_below_tick,,,,,1520.0,11.0,,,,,,,,,,,,,,,,,
2025-02-28,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,SHRIRAMFIN,covered_call_not_available,calls_skipped_no_eligible_strike,7500.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2025-03-03,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,1.0,,,,,,,,,,,,,,,,,,,
2025-03-04,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,BEL,dividend,,8550.0,,,,,,1.5,,,,,,,,,,,,,,,,
2025-03-11,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-18,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-19,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-20,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,AXISBANK,covered_call_not_available,calls_skipped_no_eligible_strike,6875.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,DRREDDY,covered_call_not_available,calls_skipped_distance_cap,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,NTPC,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,POWERGRID,covered_call_not_available,calls_skipped_no_eligible_strike,25200.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-25,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,POWERGRID,covered_call_leftover_shares,"covered 14400, uncovered 10800",25200.0,,,,340.0,8.0,,,,,,,,,,,,,,,,,
2025-03-27,DRREDDY,covered_call_not_available,calls_skipped_no_eligible_strike,5625.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,TATAMOTORS,covered_call_not_available,calls_skipped_no_eligible_strike,8250.0,,,,,,,,,,,,,,,,,,,,,,
2025-03-27,,SKIP_NEW_PUT,uncovered_assigned_shares_calls_pending,,True,0.0,3.0,,,,,,,,,,,,,,,,,,,
2025-03-28,POWERGRID,covered_call_topup,"added 10800, covered 25200, uncovered 0",25200.0,,,,340.0,6.0,,,,,,,,,,,,,,,,,
