date,symbol,event,reason,shares,entry_day,put_retries,pending_calls,reasons,assigned_lots,assigned_shares,assigned_market_value,cash_before,cash_after,nav,margin_utilization,total_assigned_stock_exposure,sector,sector_exposure,top_sector,top_sector_exposure,cash_liquidity,margin_liquidity,remaining_liquidity,lots,strike,per_share,a,b,share_multiplier,position,cancelled_orders,action,pnl
2020-03-09,INDUSINDBK,covered_call_not_available,calls_skipped_distance_cap,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,INDUSINDBK,covered_call_leftover_shares,"covered 400, uncovered 800",1200.0,,,,,,,,,,,,,,,,,,,,1.0,1450.0,,,,,,,,
2020-03-13,INDUSINDBK,covered_call_fill_failed,participation_or_margin,,,,,,,,,,,,,,,,,,,,,2.0,1450.0,,,,,,,,
2020-03-17,INDUSINDBK,covered_call_topup,"added 400, covered 800, uncovered 400",1200.0,,,,,,,,,,,,,,,,,,,,1.0,1450.0,,,,,,,,
2020-03-18,INDUSINDBK,covered_call_fill_failed,no_close,,,,,,,,,,,,,,,,,,,,,1.0,1450.0,,,,,,,,
2020-03-19,COALINDIA,corporate_action_value_adjustment,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-12.0,1.0,,,,
2020-03-23,ONGC,dividend,,8200.0,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,
2020-03-24,LT,dividend,,3750.0,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,
2020-03-26,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,LT,covered_call_not_available,calls_skipped_distance_cap,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,ONGC,covered_call_fill_failed,participation_or_margin,,,,,,,,,,,,,,,,,,,,,2.0,120.0,,,,,,,,
2020-05-07,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,INDUSINDBK,covered_call_not_available,calls_skipped_no_eligible_strike,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,LT,covered_call_not_available,calls_skipped_no_eligible_strike,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,ONGC,covered_call_not_available,calls_skipped_no_eligible_strike,8200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,BAJAJ-AUTO,covered_call_not_available,calls_skipped_no_eligible_strike,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,COALINDIA,covered_call_not_available,calls_skipped_no_eligible_strike,24300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,HINDALCO,covered_call_not_available,calls_skipped_no_eligible_strike,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
