trade_id,cycle_id,date,symbol,sector,instrument,expiry,exit_date,strike,lots,lot_size,quantity,entry_quote,entry_premium,exit_price,status,assigned_or_exercised,underlying_entry,underlying_exit,premium_inr,option_pnl,stock_pnl,transaction_costs,margin_requirement,leveraged_capital_requirement,total_pnl,exit_reason
25,6,2020-02-28,COALINDIA,Oil Gas & Consumable Fuels,CE,2020-03-26,2020-03-26,188.0,9.0,2700.0,24300,0.75,0.65,0.0,expired_otm,False,168.4,123.25,15795.0,15795.0,0.0,40.835188099999996,0.0,0.0,15754.1648119,CONTRACT_EXPIRY
29,9,2020-03-12,INDUSINDBK,Financial Services,CE,2020-03-26,2020-03-26,1450.0,2.0,400.0,800,1.225,1.125,0.0,expired_otm,False,784.65,436.0,900.0,900.0,0.0,48.182062,0.0,0.0,851.817938,CONTRACT_EXPIRY
27,15,2020-02-28,LT,Capital Goods,CE,2020-03-26,2020-03-26,1280.0,10.0,375.0,3750,9.2,8.97,0.0,expired_otm,False,1187.55,838.05,33637.5,33637.5,0.0,60.30456725,0.0,0.0,33577.19543275,CONTRACT_EXPIRY
24,17,2020-02-28,BAJAJ-AUTO,Automobile,CE,2020-03-26,2020-03-26,3100.0,6.0,250.0,1500,11.2,10.92,0.0,expired_otm,False,2890.0,2107.05,16380.0,16380.0,0.0,41.47352839999999,0.0,0.0,16338.5264716,CONTRACT_EXPIRY
30,20,2020-03-27,INFY,Information Technology,PE,2020-04-30,2020-04-30,600.0,3.0,1200.0,3600,31.8,31.005,0.0,expired_otm,False,652.7,715.5,111618.0,111618.0,0.0,145.39532924,2160000.0,432000.0,111472.60467076,CONTRACT_EXPIRY
31,21,2020-05-04,VEDL,Metals & Mining,PE,2020-05-28,2020-05-28,85.0,12.0,3500.0,42000,9.75,9.5062,0.0,expired_otm,False,79.95,89.95,399260.39999999997,399260.39999999997,0.0,459.26496327199993,3570000.0,714000.0,398801.13503672794,CONTRACT_EXPIRY
34,17,2020-06-01,BAJAJ-AUTO,Automobile,CE,2020-06-25,2020-06-25,3100.0,6.0,250.0,1500,17.35,16.91625,0.0,expired_otm,False,2758.3,2820.45,25374.375000000004,25374.375000000004,0.0,74.87303963125,0.0,0.0,25299.501960368754,CONTRACT_EXPIRY
32,22,2020-05-29,EICHERMOT,Automobile,PE,2020-06-25,2020-06-25,15000.0,8.0,30.0,240,416.9,406.4775,0.0,expired_otm,False,16548.45,18090.45,97554.6,97554.6,0.0,130.04962842799998,3600000.0,720000.0,97424.55037157201,CONTRACT_EXPIRY
33,23,2020-05-29,GRASIM,Construction Materials,PE,2020-06-25,2020-06-25,540.0,2.0,750.0,1500,13.05,12.7238,0.0,expired_otm,False,589.2,607.45,19085.7,19085.7,0.0,44.425934126,810000.0,162000.0,19041.274065874,CONTRACT_EXPIRY
37,25,2020-06-29,HEROMOTOCO,Automobile,PE,2020-07-30,2020-07-30,2400.0,2.0,300.0,600,86.15,83.9962,0.0,expired_otm,False,2504.05,2703.95,50397.72,50397.72,0.0,78.5632494548,1440000.0,288000.0,50319.156750545204,CONTRACT_EXPIRY
35,17,2020-06-26,BAJAJ-AUTO,Automobile,CE,2020-07-30,2020-07-30,3100.0,6.0,250.0,1500,51.85,50.5538,0.0,expired_otm,False,2867.6,3048.95,75830.7,75830.7,0.0,106.300203113,0.0,0.0,75724.399796887,CONTRACT_EXPIRY
36,24,2020-06-29,ITC,FMCG,PE,2020-07-30,2020-07-30,174.85,7.0,3200.0,22400,4.4,4.29,0.0,expired_otm,False,197.25,193.35,96096.0,96096.0,0.0,128.40133664,4144000.0,828800.0,95967.59866336,CONTRACT_EXPIRY
41,4,2020-08-12,HINDALCO,Metals & Mining,CE,2020-08-27,2020-08-27,205.0,4.0,4300.0,17200,1.05,0.95,0.0,expired_otm,False,175.8,194.9,16340.0,16340.0,0.0,41.4202406,0.0,0.0,16298.5797594,CONTRACT_EXPIRY
40,17,2020-08-03,BAJAJ-AUTO,Automobile,CE,2020-08-27,2020-08-27,3200.0,6.0,250.0,1500,24.65,24.0337,0.0,expired_otm,False,2917.45,3042.9,36050.55,36050.55,0.0,62.9163693245,0.0,0.0,35987.633630675504,CONTRACT_EXPIRY
38,26,2020-07-31,INFY,Information Technology,PE,2020-08-27,2020-08-27,910.0,3.0,1200.0,3600,14.15,13.7962,0.0,expired_otm,False,966.0,947.0,49666.32,49666.32,0.0,77.7655919288,3276000.0,655200.0,49588.5544080712,CONTRACT_EXPIRY
39,27,2020-07-31,SUNPHARMA,Healthcare,PE,2020-08-27,2020-08-27,480.0,5.0,1400.0,7000,7.65,7.4588,0.0,expired_otm,False,531.7,532.25,52211.6,52211.6,0.0,80.541448844,3360000.0,672000.0,52131.058551156,CONTRACT_EXPIRY
43,4,2020-08-31,HINDALCO,Metals & Mining,CE,2020-09-24,2020-09-24,205.0,4.0,4300.0,17200,3.25,3.15,0.0,expired_otm,False,185.25,159.1,54180.0,54180.0,0.0,82.68816620000001,0.0,0.0,54097.3118338,CONTRACT_EXPIRY
44,28,2020-09-01,TATAMOTORS,Automobile,PE,2020-09-24,2020-09-24,135.0,5.0,5700.0,28500,4.7,4.5825,12.200000000000003,assigned,True,143.8,122.8,130601.24999999999,-217098.7500000001,0.0,15943.0524422375,3847500.0,769500.0,-233041.8024422376,CONTRACT_EXPIRY
42,17,2020-08-28,BAJAJ-AUTO,Automobile,CE,2020-09-24,2020-09-24,3200.0,6.0,250.0,1500,46.1,44.9475,0.0,expired_otm,False,3014.15,2931.85,67421.25,67421.25,0.0,97.1289410375,0.0,0.0,67324.1210589625,CONTRACT_EXPIRY
45,29,2020-09-01,SBIN,Financial Services,PE,2020-09-24,2020-09-24,200.0,7.0,3000.0,21000,3.2,3.1,23.650000000000006,assigned,True,218.1,176.35,65100.0,-431550.0000000001,0.0,17317.075409,4200000.0,840000.0,-448867.0754090001,CONTRACT_EXPIRY
49,4,2020-10-05,HINDALCO,Metals & Mining,CE,2020-10-29,2020-10-29,205.0,4.0,4300.0,17200,1.3,1.2,0.0,expired_otm,False,179.05,167.9,20640.0,20640.0,0.0,46.1097776,0.0,0.0,20593.8902224,CONTRACT_EXPIRY
48,28,2020-09-28,TATAMOTORS,Automobile,CE,2020-10-29,2020-10-29,135.0,5.0,5700.0,28500,8.1,7.8975,0.0,expired_otm,False,132.85,131.9,225078.75,225078.75,0.0,269.06863396250003,0.0,0.0,224809.6813660375,CONTRACT_EXPIRY
46,17,2020-09-25,BAJAJ-AUTO,Automobile,CE,2020-10-29,2020-10-29,3100.0,6.0,250.0,1500,59.05,57.5738,0.0,expired_otm,False,2957.4,2925.35,86360.7,86360.7,0.0,117.784115813,0.0,0.0,86242.915884187,CONTRACT_EXPIRY
47,29,2020-09-25,SBIN,Financial Services,CE,2020-10-29,2020-10-29,200.0,7.0,3000.0,21000,3.55,3.45,0.0,expired_otm,False,182.2,188.7,72450.0,72450.0,0.0,102.6132455,0.0,0.0,72347.3867545,CONTRACT_EXPIRY
55,4,2020-01-30,HINDALCO,Metals & Mining,STOCK,,2020-11-26,,,,17200,,,229.9,called_away,True,192.45,229.9,0.0,0.0,644140.0000000003,0.0,3310140.0,662028.0,644140.0000000003,CONTRACT_EXPIRY
53,4,2020-11-06,HINDALCO,Metals & Mining,CE,2020-11-26,2020-11-26,205.0,4.0,4300.0,17200,2.45,2.35,24.900000000000006,exercised,True,188.15,229.9,40420.0,-387860.00000000006,0.0,15704.760673000002,0.0,0.0,-403564.76067300007,CONTRACT_EXPIRY
56,28,2020-09-24,TATAMOTORS,Automobile,STOCK,,2020-11-26,,,,28500,,,173.75,called_away,True,122.8,173.75,0.0,0.0,1452075.0,0.0,3499800.0,699960.0,1452075.0,CONTRACT_EXPIRY
52,28,2020-10-30,TATAMOTORS,Automobile,CE,2020-11-26,2020-11-26,140.0,5.0,5700.0,28500,6.05,5.8988,33.75,exercised,True,132.65,173.75,168115.8,-793759.2,0.0,19785.113266572,0.0,0.0,-813544.313266572,CONTRACT_EXPIRY
54,15,2020-11-13,LT,Capital Goods,CE,2020-11-26,2020-11-26,1220.0,6.0,550.0,3300,2.05,1.95,0.0,expired_otm,False,1051.5,1118.85,6435.0,6435.0,0.0,54.21794665,0.0,0.0,6380.78205335,CONTRACT_EXPIRY
57,17,2020-02-27,BAJAJ-AUTO,Automobile,STOCK,,2020-11-26,,,,1500,,,3129.2,called_away,True,2816.6,3129.2,0.0,0.0,468899.9999999999,0.0,4224900.0,844980.0,468899.9999999999,CONTRACT_EXPIRY
50,17,2020-10-30,BAJAJ-AUTO,Automobile,CE,2020-11-26,2020-11-26,3100.0,6.0,250.0,1500,39.75,38.7562,29.199999999999818,exercised,True,2886.9,3129.2,58134.3,14334.300000000272,0.0,18645.620028236997,0.0,0.0,-4311.320028236725,CONTRACT_EXPIRY
58,29,2020-09-24,SBIN,Financial Services,STOCK,,2020-11-26,,,,21000,,,245.45,called_away,True,176.35,245.45,0.0,0.0,1451099.9999999998,0.0,3703350.0,740670.0,1451099.9999999998,CONTRACT_EXPIRY
51,29,2020-10-30,SBIN,Financial Services,CE,2020-11-26,2020-11-26,200.0,7.0,3000.0,21000,6.45,6.2888,45.44999999999999,exercised,True,189.25,245.45,132064.80000000002,-822385.1999999997,0.0,20546.087175732002,0.0,0.0,-842931.2871757317,CONTRACT_EXPIRY
59,4,2020-01-30,HINDALCO,Metals & Mining,STOCK,,2020-11-27,,,,3800,,,226.236825,residual_after_call_away,False,192.45,226.236825,0.0,0.0,128389.93500000008,908.5166504689001,731310.0,146262.0,127481.41834953119,ODD_LOT_SALE
61,30,2020-12-01,TATASTEEL,Metals & Mining,PE,2020-12-31,2020-12-31,540.0,5.0,1700.0,8500,10.45,10.1887,0.0,expired_otm,False,585.8,643.65,86603.95000000001,86603.95000000001,0.0,118.04940183050002,4590000.0,918000.0,86485.90059816951,CONTRACT_EXPIRY
62,31,2020-12-01,BAJFINANCE,Financial Services,PE,2020-12-31,2020-12-31,4600.0,4.0,250.0,1000,136.3,132.8925,0.0,expired_otm,False,4861.1,5295.25,132892.5,132892.5,0.0,168.53123157500002,4600000.0,920000.0,132723.968768425,CONTRACT_EXPIRY
64,33,2020-12-01,TATAMOTORS,Automobile,PE,2020-12-31,2020-12-31,170.0,5.0,5700.0,28500,6.95,6.7762,0.0,expired_otm,False,179.75,183.85,193121.7,193121.7,0.0,234.21659480300002,4845000.0,969000.0,192887.483405197,CONTRACT_EXPIRY
74,15,2020-02-27,LT,Capital Goods,STOCK,,2020-12-31,,,,3300,,,1287.6,called_away,True,1174.35,1287.6,0.0,0.0,373725.0,0.0,3875354.9999999995,775070.9999999999,373725.0,CONTRACT_EXPIRY
60,15,2020-11-27,LT,Capital Goods,CE,2020-12-31,2020-12-31,1220.0,6.0,550.0,3300,14.35,13.9912,67.59999999999991,exercised,True,1122.4,1287.6,46170.96,-176909.0399999997,0.0,16875.6665444664,0.0,0.0,-193784.70654446608,CONTRACT_EXPIRY
71,40,2020-12-01,ITC,FMCG,PE,2020-12-31,2020-12-31,182.5,8.0,3200.0,25600,1.65,1.55,0.0,expired_otm,False,194.4,209.0,39680.0,39680.0,0.0,66.8746112,4672000.0,934400.0,39613.1253888,CONTRACT_EXPIRY
68,37,2020-12-01,SBIN,Financial Services,PE,2020-12-31,2020-12-31,230.0,7.0,3000.0,21000,4.6,4.485,0.0,expired_otm,False,248.05,274.95,94185.0,94185.0,0.0,126.31721915000001,4830000.0,966000.0,94058.68278085,CONTRACT_EXPIRY
63,32,2020-12-01,JSWSTEEL,Metals & Mining,PE,2020-12-31,2020-12-31,330.0,5.0,2700.0,13500,5.7,5.5575,0.0,expired_otm,False,358.15,387.2,75026.25,75026.25,0.0,105.42287798750002,4455000.0,891000.0,74920.8271220125,CONTRACT_EXPIRY
65,34,2020-12-01,ADANIPORTS,Services,PE,2020-12-31,2020-12-31,390.0,5.0,2500.0,12500,5.75,5.6062,0.0,expired_otm,False,423.8,483.75,70077.5,70077.5,0.0,100.025820725,4875000.0,975000.0,69977.474179275,CONTRACT_EXPIRY
66,35,2020-12-01,M&M,Automobile,PE,2020-12-31,2020-12-31,680.0,5.0,1400.0,7000,11.4,11.115,0.0,expired_otm,False,734.55,720.6,77805.0,77805.0,0.0,108.45335495,4760000.0,952000.0,77696.54664505,CONTRACT_EXPIRY
67,36,2020-12-01,KOTAKBANK,Financial Services,PE,2020-12-31,2020-12-31,1800.0,7.0,400.0,2800,43.75,42.6562,0.0,expired_otm,False,1875.85,1995.6,119437.36,119437.36,0.0,153.85719044240003,5040000.0,1008000.0,119283.5028095576,CONTRACT_EXPIRY
69,38,2020-12-01,POWERGRID,Power,PE,2020-12-31,2020-12-31,180.0,7.0,4000.0,28000,2.15,2.05,0.0,expired_otm,False,192.35,189.85,57399.99999999999,57399.99999999999,0.0,86.19986599999999,5040000.0,1008000.0,57313.80013399999,CONTRACT_EXPIRY
70,39,2020-12-01,HDFCBANK,Financial Services,PE,2020-12-31,2020-12-31,1360.0,6.0,550.0,3300,16.05,15.6488,0.0,expired_otm,False,1433.3,1436.3,51641.04,51641.04,0.0,79.9192018136,4488000.0,897600.0,51561.1207981864,CONTRACT_EXPIRY
72,41,2020-12-01,AXISBANK,Financial Services,PE,2020-12-31,2020-12-31,570.0,7.0,1200.0,8400,13.45,13.1138,0.0,expired_otm,False,603.65,620.45,110155.92,110155.92,0.0,143.73494479279998,4788000.0,957600.0,110012.1850552072,CONTRACT_EXPIRY
73,42,2020-12-01,DIVISLAB,Healthcare,PE,2020-12-31,2020-12-31,3400.0,3.0,200.0,600,55.85,54.4538,0.0,expired_otm,False,3620.75,3841.95,32672.28,32672.28,0.0,59.2320618452,2040000.0,408000.0,32613.0479381548,CONTRACT_EXPIRY
75,15,2020-02-27,LT,Capital Goods,STOCK,,2021-01-01,,,,450,,,1296.3515,residual_after_call_away,False,1174.35,1296.3515,0.0,0.0,54900.67500000003,622.7908676275002,528457.5,105691.5,54277.88413237253,ODD_LOT_SALE
77,44,2021-01-01,TATASTEEL,Metals & Mining,PE,2021-01-28,2021-01-28,610.0,5.0,1700.0,8500,13.05,12.7238,0.0,expired_otm,False,643.1,623.7,108152.3,108152.3,0.0,145.378408277,5185000.0,1037000.0,108006.921591723,CONTRACT_EXPIRY
90,3,2021-01-12,ONGC,Oil Gas & Consumable Fuels,CE,2021-01-28,2021-01-28,120.0,1.0,7700.0,7700,0.95,0.85,0.0,expired_otm,False,103.45,90.65,6545.0,6545.0,0.0,30.969604550000003,0.0,0.0,6514.03039545,CONTRACT_EXPIRY
80,47,2021-01-01,BAJFINANCE,Financial Services,PE,2021-01-28,2021-01-28,5000.0,4.0,250.0,1000,113.45,110.6138,189.64999999999964,assigned,True,5280.15,4810.35,110613.8,-79036.19999999963,0.0,20651.100032662,5000000.0,1000000.0,-99687.30003266163,CONTRACT_EXPIRY
89,56,2021-01-01,TATAMOTORS,Automobile,PE,2021-01-28,2021-01-28,170.0,5.0,5700.0,28500,4.35,4.2412,0.0,expired_otm,False,186.5,266.8,120874.2,120874.2,0.0,159.703140458,4845000.0,969000.0,120714.49685954199,CONTRACT_EXPIRY
79,46,2021-01-01,ICICIBANK,Financial Services,PE,2021-01-28,2021-01-28,500.0,8.0,1375.0,11000,7.4,7.215,0.0,expired_otm,False,527.5,528.25,79365.0,79365.0,0.0,112.96419635,5500000.0,1100000.0,79252.03580365,CONTRACT_EXPIRY
78,45,2021-01-01,INFY,Information Technology,PE,2021-01-28,2021-01-28,1180.0,8.0,600.0,4800,18.3,17.8425,0.0,expired_otm,False,1260.45,1276.2,85644.0,85644.0,0.0,120.03428756000001,5664000.0,1132800.0,85523.96571244,CONTRACT_EXPIRY
82,49,2021-01-01,TECHM,Information Technology,PE,2021-01-28,2021-01-28,920.0,5.0,1200.0,6000,15.4,15.015,0.0,expired_otm,False,977.95,981.65,90090.0,90090.0,0.0,125.0404391,5520000.0,1104000.0,89964.9595609,CONTRACT_EXPIRY
84,51,2021-01-01,SUNPHARMA,Healthcare,PE,2021-01-28,2021-01-28,560.0,7.0,1400.0,9800,10.75,10.4812,0.0,expired_otm,False,596.25,564.35,102715.76,102715.76,0.0,139.2569186024,5488000.0,1097600.0,102576.50308139759,CONTRACT_EXPIRY
83,50,2021-01-01,DIVISLAB,Healthcare,PE,2021-01-28,2021-01-28,3600.0,7.0,200.0,1400,48.25,47.0438,170.3499999999999,assigned,True,3849.05,3429.65,65861.31999999999,-172628.67999999988,0.0,20764.732787706802,5040000.0,1008000.0,-193393.41278770668,CONTRACT_EXPIRY
76,43,2021-01-01,ASIANPAINT,Consumer Durables,PE,2021-01-28,2021-01-28,2600.0,7.0,300.0,2100,29.85,29.1038,158.25,assigned,True,2775.55,2441.75,61117.979999999996,-271207.01999999996,0.0,22481.639634300198,5460000.0,1092000.0,-293688.65963430016,CONTRACT_EXPIRY
81,48,2021-01-01,GAIL,Oil Gas & Consumable Fuels,PE,2021-01-28,2021-01-28,115.0,8.0,6100.0,48800,2.4,2.3,0.0,expired_otm,False,123.65,128.6,112239.99999999999,112239.99999999999,0.0,149.98111759999998,5612000.0,1122400.0,112090.01888239999,CONTRACT_EXPIRY
85,52,2021-01-01,ULTRACEMCO,Construction Materials,PE,2021-01-28,2021-01-28,5000.0,5.0,200.0,1000,82.7,80.6325,0.0,expired_otm,False,5290.8,5443.7,80632.5,80632.5,0.0,114.39138867500002,5000000.0,1000000.0,80518.108611325,CONTRACT_EXPIRY
86,53,2021-01-01,SBILIFE,Financial Services,PE,2021-01-28,2021-01-28,840.0,7.0,750.0,5250,11.05,10.7738,0.0,expired_otm,False,895.4,872.55,56562.45,56562.45,0.0,87.2887530755,4410000.0,882000.0,56475.161246924494,CONTRACT_EXPIRY
87,54,2021-01-01,UPL,Chemicals,PE,2021-01-28,2021-01-28,440.0,9.0,1300.0,11700,9.1,8.8725,0.0,expired_otm,False,469.3,565.45,103808.25,103808.25,0.0,140.48705141749997,5148000.0,1029600.0,103667.7629485825,CONTRACT_EXPIRY
88,55,2021-01-01,HDFCLIFE,Financial Services,PE,2021-01-28,2021-01-28,640.0,8.0,1100.0,8800,9.05,8.8238,0.0,expired_otm,False,678.4,671.8,77649.44,77649.44,0.0,111.03249294559998,5632000.0,1126400.0,77538.4075070544,CONTRACT_EXPIRY
93,3,2021-01-29,ONGC,Oil Gas & Consumable Fuels,CE,2021-02-25,2021-02-25,120.0,1.0,7700.0,7700,0.4,0.3,0.0,expired_otm,False,88.3,119.05,2310.0,2310.0,0.0,26.201036900000002,0.0,0.0,2283.7989631,CONTRACT_EXPIRY
99,47,2021-01-28,BAJFINANCE,Financial Services,STOCK,,2021-02-25,,,,1000,,,5529.95,called_away,True,4810.35,5529.95,0.0,0.0,719599.9999999994,0.0,4810350.0,962070.0,719599.9999999994,CONTRACT_EXPIRY
92,47,2021-01-29,BAJFINANCE,Financial Services,CE,2021-02-25,2021-02-25,5100.0,4.0,250.0,1000,107.75,105.0562,429.9499999999998,exercised,True,4734.55,5529.95,105056.2,-324893.7999999998,0.0,22003.797401138,0.0,0.0,-346897.5974011378,CONTRACT_EXPIRY
96,58,2021-02-02,TATAMOTORS,Automobile,PE,2021-02-25,2021-02-25,265.0,3.0,5700.0,17100,4.35,4.2412,0.0,expired_otm,False,322.0,333.15,72524.52,72524.52,0.0,105.26188427480001,4531500.0,906300.0,72419.2581157252,CONTRACT_EXPIRY
95,57,2021-02-02,BAJAJ-AUTO,Automobile,PE,2021-02-25,2021-02-25,3900.0,5.0,250.0,1250,47.55,46.3612,0.0,expired_otm,False,4201.45,3944.7,57951.49999999999,57951.49999999999,0.0,88.852809485,4875000.0,975000.0,57862.647190514996,CONTRACT_EXPIRY
98,60,2021-02-02,AXISBANK,Financial Services,PE,2021-02-25,2021-02-25,670.0,5.0,1200.0,6000,11.3,11.0175,0.0,expired_otm,False,714.2,770.65,66105.0,66105.0,0.0,98.03356894999999,4020000.0,804000.0,66006.96643105,CONTRACT_EXPIRY
94,50,2021-02-01,DIVISLAB,Healthcare,CE,2021-02-25,2021-02-25,3600.0,7.0,200.0,1400,126.65,123.4838,0.0,expired_otm,False,3463.6,3440.0,172877.32,172877.32,0.0,218.2581335468,0.0,0.0,172659.0618664532,CONTRACT_EXPIRY
